Artist,Birth,Death,Age,Alive?,Art Title,DoC,Currency,price,low_estimate,high_estimate,Sold,Est Accuracy,Dimentions,close date,Auction Title,closeMonth,closeYear,popularity
günther förg ,1952,2013,61,0,Untitled,1991,USD,140625,125000,187500,1,0,(90 x 60cm.),13,POST-WAR AND CONTEMPORARY ART DAY SALE,2,20,"99,500"
georges braque ,1882,1963,81,0,Oiseaux,0,USD,16250,3000,5000,1,1,(343 x 435 mm.),6,Modern Edition,11,18,"110,000"
kenneth armitage,1916,2002,86,0,Seated Figure,1953,USD,21875,25000,37500,1,-1,0,21,MODERN BRITISH AND IRISH ART DAY SALE,10,21,"180,000"
camille pissarro ,1830,1903,73,0,La ronde,1892,USD,659062.5,187500,250000,1,1,(64.8 x 81 cm.),19,IMPRESSIONIST AND MODERN WORKS ON PAPER,6,19,"164,000"
jackson pollock ,1912,1956,44,0,Untitled,0,USD,3525000,1800000,2200000,1,1,(47.6 x 63.1 cm.),13,POST-WAR AND CONTEMPORARY ART EVENING SALE,5,15,"115,000"
pablo picasso ,1881,1973,92,0,Visage no. 111 (A.R. 476),1963,USD,16250,5000,7500,1,1,0,2,Picasso Ceramics - Online,3,18,"470,000"
maximilien luce ,1858,1941,83,0,La boucle de la Seine près d'Herblay,1894,USD,32500,20000,30000,1,1,(21.2 x 27.1 cm.),6,IMPRESSIONIST & MODERN DAY SALE,11,14,"47,500"
eugène dodeigne ,1923,2015,92,0,Femme assise,0,USD,5906.25,3150,5250,1,1,0,6,Vente en ligne d'Art Contemporain,12,21,"14,000"
gustave loiseau ,1865,1935,70,0,L’avant port de Fécamp (Normandie),1920,USD,37500,25000,35000,1,1,(46.3 x 55.1 cm. ),14,IMPRESSIONIST AND MODERN ART DAY SALE,11,17,"79,600"
george grosz ,1893,1959,66,0,Die Schwester von Borsig,1923,USD,46875,37500,62500,1,0,(46.1 x 31.2 cm.),19,IMPRESSIONIST/MODERN WORKS ON PAPER,6,13,"47,100"
pablo picasso ,1881,1973,92,0,Nature morte (A.R. 219),1953,USD,20312.5,7500,10000,1,1,0,22,Picasso Ceramics Online,9,21,"470,000"
alan uglow ,1941,2011,70,0,Untitled,2002,USD,4000,1000,2000,1,1,(29.5 x 60.6 cm.),25,FORMS IN COLOR,7,14,"13,000"
jan sluijters ,1881,1957,76,0,Woman on the beach,0,USD,9843.75,5250,7350,1,1,0,17,MODERN ART,6,14,"61,400"
emil nolde ,1867,1956,89,0,Blaue Iris und Sommerblumen,0,USD,213125,125000,187500,1,1,(34.6 x 47 cm.),25,IMPRESSIONIST/MODERN WORKS ON PAPER,6,14,"39,000"
eduardo chillida ,1924,2002,78,0,Locmariaquer IV,1989,USD,482343.75,375000,500000,1,0,(40.5 x 32 x 28.7cm.),25,POST-WAR AND CONTEMPORARY ART EVENING AUCTION,6,13,"72,700"
prunella clough ,1919,1999,80,0,Stack,1992,USD,2187.5,1250,1875,1,1,(29.9 x 21.5 cm.),24,Modern/British Art Online,11,17,"9,900"
pablo picasso ,1881,1973,92,0,"Peintre, Modèle et Spectateur, from Séries 347",0,USD,3500,3000,5000,1,0,(122 x 90 mm.),7,Modern Edition,12,17,"470,000"
jan voerman ,1857,1941,84,0,Roode Oost Indische kers,0,USD,19687.5,8400,12600,1,1,0,9,MODERN ART,6,15,"85,100"
ernest lawson ,1873,1939,66,0,Harlem River,0,USD,200000,150000,250000,1,0,(101 x 126.4 cm.),22,AMERICAN ART,5,19,"455,000"
kazuo shiraga ,1924,2008,84,0,Chizosei Shomenko,0,USD,656250,420000,630000,1,1,(63 3/8 x 51 1/8 in.),4,ART CONTEMPORAIN,12,12,"19,800"
guillermo kuitca ,1961,0,61,1,Shit Disposal House Plan,1990,USD,21000,31500,42000,1,-1,0,18,Post-War & Contemporary Art: Amsterdam,6,20,"22,900"
pablo picasso ,1881,1973,92,0,Avant la pique,0,USD,216250,150000,225000,1,0,(27.2 x 38.4 cm.),1,IMPRESSIONIST AND MODERN WORKS ON PAPER,3,17,"470,000"
antonio saura ,1930,1998,68,0,Accumulation,1962,USD,54687.5,50000,75000,1,0,(62.3 x 90cm.),26,POST-WAR AND CONTEMPORARY ART DAY AUCTION,6,13,"208,000"
francis joseph bruguiere ,1879,1945,66,0,"Untitled (Cut Paper Abstraction), 1925-1930",0,USD,22312.5,15750,21000,1,1,(7 ¼ x 9 3/8 in.),20,COLLECTION SHALOM SHPILMAN VENDUE AU PROFIT DU SHPILMAN INSTITUTE FOR PHOTOGRAPHY,11,15,"36,700"
man ray ,1890,1976,86,0,"Sans titre, rayogramme, vers 1966",0,USD,19687.5,15750,21000,1,0,(11 5/8 x 9 in.),10,PHOTOGRAPHIES,11,17,"726,000"
andy warhol ,1928,1987,59,0,Self-Portrait,1978,USD,4167500,2000000,4000000,1,1,(101.6 x 101.6 cm.),17,POST-WAR AND CONTEMPORARY ART EVENING SALE,5,17,"3,310,000"
albert lebourg ,1849,1928,79,0,"Rouen, la Seine et le Pré aux loups",0,USD,13125,10500,15750,1,0,0,18,ART MODERNE,10,19,"23,700"
victor pasmore,1908,1998,90,0,Points of Contact,0,USD,17187.5,18750,31250,1,-1,(74.2 x 74.2 cm.),11,MODERN BRITISH ART DAY SALE,7,13,"30,900"
pablo picasso ,1881,1973,92,0,"Femme nue couronnée de Fleurs, from: Suite Vollard (Bloch 134; Baer 192)",0,USD,6562.5,2500,3750,1,1,0,20,PRINTS & MULTIPLES INCLUDING AN IMPORTANT COLLECTION BY HENRY MOORE,9,12,"470,000"
edgar degas ,1834,1917,83,0,Cheval faisant une descente de main,0,USD,552500,300000,500000,1,1,0,12,IMPRESSIONIST AND MODERN ART DAY SALE,11,18,"592,000"
william aiken walker ,1838,1921,83,0,"Ponce de Leon Inlet Lighthouse, Daytona Beach, Florida",1895,USD,16250,8000,12000,1,1,(15.24 x 31.1 cm.),20,American Art Online,11,18,"177,000"
michel parmentier ,1938,2000,62,0,20 janvier 1994,1994,USD,85312.5,31500,52500,1,1,0,4,POST-WAR AND CONTEMPORARY ART VENTE DU JOUR,12,19,"143,000"
katherine bradford ,1942,0,80,1,"Independence Day, 3",2015,USD,15000,10000,15000,1,1,(83.8 x 71.1 cm.),12,Virtue,6,20,"1,790,000"
theodoros stamos ,1922,1997,75,0,Infinity Field (Lefkata Series),1973,USD,9375,5000,7000,1,1,(76.8 x 56.5 cm.),18,First Open | Online,12,19,"20,100"
henri matisse ,1869,1954,85,0,Jeune femme aux yeux noirs fixant un aquarium,0,USD,32500,6000,8000,1,1,(89 x 124 mm.),1,Matisse on Paper: Prints and Drawings from the Estate of Jacquelyn Miller Matisse,3,19,"259,000"
howard hodgkin ,1932,2017,85,0,In an Empty Room,0,USD,6250,5000,7500,1,0,0,12,Feelings in Colour: The Graphic Art of Howard Hodgkin,4,19,"181,000"
quirijn van tiel ,1900,1967,67,0,Groslejac,1959,USD,1968.75,1890,2310,1,0,0,7,MODERN ART,6,16,"11,300"
zoran antonio music ,1909,2005,96,0,Pierres et buissons,0,USD,24937.5,26250,36750,1,-1,0,6,Reborn: Modern and Contemporary,5,21,"39,400"
imi knoebel ,1940,0,82,1,Cementi (Parkett 32),0,USD,1093.75,1250,1875,1,-1,0,26,PARKETT: FIRST FIFTY EDITIONS 1984-1997,9,13,"85,700"
cecily brown ,1969,0,53,1,Girl Trouble,1999,USD,1852883.75,1750000,2250000,1,0,(254 x 279.7cm.),12,POST-WAR AND CONTEMPORARY ART EVENING SALE,2,20,"400,000"
joan miró ,1893,1983,90,0,"Plate 8, from Oda a Joan Miró",0,USD,15000,3000,5000,1,1,(878 x 610 mm.),19,Modern Edition,11,20,"959,000"
michael raedecker ,1963,0,59,1,Untitled (from the Series Do You Love Me?),1995,USD,21000,21000,31500,1,-1,0,21,POST-WAR AND CONTEMPORARY ART,4,16,"15,800"
shio kusaka ,1972,0,50,1,(white 120),2013,USD,7500,3000,5000,1,1,(14 x 11.1 x 11.1 cm.),16,POST-WAR AND CONTEMPORARY ART AFTERNOON SESSION,5,19,"2,710,000"
samuel john lamorna birch ,1869,1955,86,0,A peaceful brook,0,USD,3437.5,2500,3750,1,0,(45.8 x 61 cm.),20,"VICTORIAN, BRITISH AND IMPRESSIONIST ART",6,13,"12,500"
andrew wyeth ,1917,2009,92,0,Tracks,1999,USD,300000,250000,350000,1,0,(54.6 x 99.7 cm.),18,AMERICAN ART,11,21,"61,300"
jean fautrier ,1898,1964,66,0,Sans titre,0,USD,2100,840,1260,1,1,(18 3/8 x 27¾ in.),29,COLLECTION WILLEM PEPPLER,10,14,"27,300"
sir matthew smith ,1879,1959,80,0,Flowers in a jug,0,USD,3125,2500,3750,1,0,(54 x 42.6 cm.),16,MODERN BRITISH AND IRISH ART,10,13,"17,300"
andré derain ,1880,1954,74,0,Paysage à Cassis,1907,USD,1470000,1200000,1800000,1,0,(54.2 x 65.1 cm.),11,20TH CENTURY EVENING SALE,11,21,"116,000"
irving penn ,1917,2009,92,0,"Nude No.67, Nude No.72, Nude No.70, New York, 1949-50",0,USD,64575,52500,73500,1,0,(13½ x 14 7/8 in.),1,"PHOTOGRAPHS, ICONS & STYLE",7,14,"173,000"
ellsworth kelly ,1923,0,99,1,Untitled,1964,USD,18750,6000,8000,1,1,(13.9 x 16.1 cm.),13,ANDY WARHOL 10 X 10,11,14,"73,900"
lucio fontana ,1899,1968,69,0,Portrait d'Antonin Artaud by Otto Hahn (Deluxe Edition),0,USD,7875,6300,8400,1,0,(scultura in legno),10,Mapping Modern and Contemporary Art,2,21,"99,900"
elisa sighicelli ,1968,0,54,1,Iceland: Kitchen,2001,USD,8750,6000,8000,1,1,(123.2 x 123.2 x 3.8 cm.),18,POST-WAR AND CONTEMPORARY ART AFTERNOON SESSION,5,18,"13,500"
utagawa hiroshige ,1797,1858,61,0,,0,USD,36750,8400,10500,1,1,(14 ½ x 9 ¾ in.),15,JAPONISME,11,18,"77,600"
jean dubuffet ,1901,1985,84,0,Paysage urbain,1974,USD,34125,15750,21000,1,1,0,5,POST WAR & CONTEMPORARY ART,12,20,"42,900"
edward simmons ,1852,1932,80,0,Dressing,0,USD,30000,25000,35000,1,0,(60.9 x 45.7 cm.),22,AMERICAN ART,9,15,"1,920,000"
marc chagall ,1887,1985,98,0,"Daphnis et Lycénion, from: Daphnis and Chloé",0,USD,25000,10000,15000,1,1,0,1,Modern Edition: Works on Paper and Prints,7,20,"282,000"
massimo vitali ,1944,0,78,1,Cagliari senza donna (Cagliari Without a Woman),1995,USD,10937.5,10000,15000,1,0,(121 x 150cm.),19,First Open | Online,9,19,"554,000"
jean fautrier ,1898,1964,66,0,Untitled,1958,USD,125000,50000,75000,1,1,(27 x 35cm.),7,POST-WAR AND CONTEMPORARY ART DAY AUCTION,3,18,"27,300"
james ensor ,1860,1949,89,0,"La Musique rue de Flandre (Music in the rue de Flandre, Ostend) (D. 81; Cr., T., E. 83)",0,USD,3437.5,1250,1875,1,1,0,19,JAMES ENSOR PRINTS: THE MIRA JACOB COLLECTION,3,14,"65,600"
agostino bonalumi ,1935,0,87,1,Rosso (Red),1971,USD,70875,42000,63000,1,1,0,21,POST-WAR AND CONTEMPORARY ART,4,16,"21,400"
cy twombly ,1928,2011,83,0,"No. II, from Natural History Part I: Mushrooms",1974,USD,6615,6300,8400,1,0,0,26,20th/21st Century: Amsterdam,4,22,"58,900"
alfred fontville de bréanski ,1877,1957,80,0,In the West Highlands,0,USD,4375,3750,6250,1,0,(50.8 x 76.2 cm.),23,"VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART",3,16,"17,400"
piero dorazio ,1927,2005,78,0,Salisana,0,USD,4200,2100,3150,1,1,0,6,Reborn: Modern and Contemporary,5,21,"29,900"
renato meziat ,1952,0,70,1,Vase With Yellow Flowers,2001,USD,5000,4000,6000,1,0,(100 x 80 cm.),4,Latin American Art Online,8,20,"23,600"
per kirkeby ,1938,2018,80,0,Gegen Abend I (Towards Evening I),1984,USD,236250,84000,126000,1,1,0,26,POST-WAR & CONTEMPORARY ART,11,19,"72,400"
eugène boudin ,1824,1898,74,0,Crinolines et cabines sur la plage de Trouville,0,USD,74655,21000,31500,1,1,(6 1/8 x 10½ in.),3,ART IMPRESSIONNISTE ET MODERNE,12,13,"138,000"
andy warhol ,1928,1987,59,0,Artist's Materials and Camera,1982,USD,6250,3000,5000,1,1,(10.8 x 8.9 cm.),15,First Open | Online,12,20,"3,310,000"
anne estelle rice ,1875,1959,84,0,High Tide at Millbank,0,USD,17187.5,10000,15000,1,1,(40.8 x 50.7 cm.),11,MODERN BRITISH AND IRISH ART,7,13,"54,500"
henry taylor ,1958,0,64,1,Untitled,0,USD,156250,35000,45000,1,1,(103.5 x 66.4 cm.),9,POST-WAR TO PRESENT,3,21,"30,200"
james ensor ,1860,1949,89,0,Diables turlupinant un religieux,1940,USD,108675,84000,126000,1,0,0,16,MODERN ART,12,14,"65,700"
diane arbus ,1923,1971,48,0,"Jayne Mansfield Climber-Ottaviano, Actress, with her daughter Jayne Marie, L.A., California, 1965",0,USD,8662.5,3750,6250,1,1,(36 x 36cm.),9,First Open: Post-War and Contemporary Art Online,3,22,"65,000"
pablo picasso ,1881,1973,92,0,Nu couché,0,USD,234675,189000,262500,1,0,0,31,OEUVRES MODERNES SUR PAPIER,3,16,"470,000"
johannes theodorus toorop ,1858,1928,70,0,Vloed,1891,USD,713475,262500,367500,1,1,0,23,ART IMPRESSIONNISTE ET MODERNE,3,18,"13,200"
"bochius, joannes",1555,1609,54,0,,1592,USD,7500,6000,9000,1,0,(378 x 250 mm),20,THE COLLECTION OF ARTHUR & CHARLOTTE VERSHBOW PART THREE: THE BAROQUE AND ROCOCO PERIODS,6,13,"245,000"
lucio fontana ,1899,1968,69,0,"Concetto spaziale, Teatrino",1965,USD,933125,625000,1000000,1,0,(153.8 x 153.8cm.),16,THE ITALIAN SALE,10,15,"99,800"
bernard buffet ,1928,1999,71,0,Iris et ombelles dans un vase,1963,USD,43750,25000,35000,1,1,(65.6 x 50.2 cm.),15,Impressionist and Modern Art Online,7,20,"131,000"
günther förg ,1952,2013,61,0,Untitled,1988,USD,205625,75000,100000,1,1,(69.7 x 55cm.),14,A VISUAL ODYSSEY SELECTIONS FROM LAC (LAMBERT ART COLLECTION) STAGED BY JACQUES GRANGE,10,15,"99,400"
stuart davis ,1892,1964,72,0,The Tug Boat,1922,USD,279750,250000,350000,1,0,(30.5 x 40.6 cm.),23,AMERICAN ART,5,13,"178,000"
joan miró ,1893,1983,90,0,Les essencies de la terra,0,USD,20312.5,15000,22500,1,0,(49.8 x 35.7 cm.),6,IMPRESSIONIST AND MODERN WORKS ON PAPER,2,20,"959,000"
willem hussem ,1900,1974,74,0,Untitled,1960,USD,7875,3150,5250,1,1,0,13,MODERN ART,12,16,"18,000"
horatio henry couldery ,1832,1893,61,0,Visiting time,0,USD,14062.5,3750,6250,1,1,(76.8 x 64.8 cm.),13,VICTORIAN & BRITISH IMPRESSIONIST ART,3,13,"2,650"
alexander calder ,1898,1976,78,0,Charming,1974,USD,118750,30000,50000,1,1,(73.6 x 109.2 cm.),22,FIRST OPEN/ NYC,7,15,"159,000"
marc chagall ,1887,1985,98,0,Le Cirque: one plate,0,USD,47500,25000,35000,1,1,(425 x 324 mm.),1,Marc Chagall: Le Cirque,3,18,"272,000"
émile bernard ,1868,1941,73,0,Nature morte aux fruits,1894,USD,32812.5,31500,52500,1,0,0,23,ART IMPRESSIONNISTE ET MODERNE,3,18,"2,950,000"
clarence holbrook carter ,1904,2000,96,0,Construction,0,USD,50000,50000,70000,1,-1,(45.7 x 30.5 cm.),19,AMERICAN ART,11,14,"12,200"
andy warhol ,1928,1987,59,0,"Queen Elizabeth II, from: Reigning Queens (Royal Edition)",0,USD,250000,125000,187500,1,1,0,22,Prints & Multiples: Modern to Pop,9,20,"3,310,000"
frederic remington ,1861,1909,48,0,Pretty Mother of the Night--White Otter is No Longer a Boy,0,USD,2345000,1200000,1800000,1,1,(68.6 x 101.6 cm.),21,VISIONS OF THE WEST: AMERICAN PAINTINGS FROM THE WILLIAM I. KOCH COLLECTION,5,15,"79,900"
clyde aspevig ,1951,0,71,1,Mesa Vista Moon Rise,2010,USD,62500,60000,80000,1,0,(127 x 182.8 cm.),28,THE LEGEND OF THE WEST: ICONIC WORKS FROM THE T. BOONE PICKENS COLLECTION,10,20,"16,500"
a. r. penck ,1939,2017,78,0,Untitled,1981,USD,234375,125000,187500,1,1,(142.5 x 144cm.),26,POST-WAR AND CONTEMPORARY ART DAY AUCTION,6,19,"177,000"
robert therrien ,1947,0,75,1,Untitled (Red Arch),1985,USD,68750,25000,35000,1,1,(141.9 x 101.6 cm.),13,POST-WAR AND CONTEMPORARY AFTERNOON SESSION,11,13,"113,000"
ernst ludwig kirchner ,1880,1938,58,0,Strassenbahn in Dresden,1909,USD,5250,4200,6300,1,0,0,14,OEUVRES MODERNES SUR PAPIER / ART IMPRESSIONNISTE ET MODERNE,4,21,"138,000"
george willem opdenhoff ,1807,1875,68,0,A busy day on the estuary,0,USD,3150,2100,3150,1,1,0,13,19TH CENTURY & MODERN ART,6,17,"2,820"
pierre alechinsky ,1927,0,95,1,Soleil noir III,0,USD,7500,2500,3750,1,1,0,26,BUONO DI STAMPA: PRINTS FROM THE ARCHIVE OF STAMPERIA 2RC,2,14,"46,800"
albert lebourg ,1849,1928,79,0,Le Quai de Paris et le Pont Corneille à Rouen,0,USD,45675,15750,21000,1,1,0,31,ART IMPRESSIONNISTE & MODERNE,3,16,"23,700"
"john byam liston shaw, a.r.w.s. ",1872,1919,47,0,'As it happeneth to the fool',0,USD,9375,10000,15000,1,-1,(40 x 30 cm.),17,"VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART",6,14,"22,400"
conrad felixmüller ,1897,1977,80,0,Bildnis Arnold Schönberg,1973,USD,3125,3750,6250,1,-1,0,28,Prints & Multiples,9,21,"16,400"
hanne darboven ,1941,2009,68,0,Atta Troll - Heinrich Heine,1975,USD,52500,31500,52500,1,1,0,2,POST-WAR AND CONTEMPORARY ART,11,16,"21,800"
pablo picasso ,1881,1973,92,0,"Les deux Saltimbanques, from La suite des Saltimbanques",0,USD,5625,4000,6000,1,0,(121 x 92 mm.),18,Nourishment for the Soul: The Herrmann Collection of Prints by Pablo Picasso,9,20,"470,000"
joan miró ,1893,1983,90,0,"Plate Nine, from: 13 Lithographies (Mourlot 72; see Cramer Books 18)",0,USD,2187.5,1250,1875,1,1,0,16,PRINTS AND MULTIPLES,4,14,"959,000"
graham sutherland ,1903,1980,77,0,"Study No. 12, 'Origins of the Land'",0,USD,9375,3750,6250,1,1,(12.8 x 12.1 cm.),17,MODERN BRITISH & IRISH ART,3,16,"1,740,000"
cy twombly ,1928,2011,83,0,Untitled,1960,USD,108125,87500,125000,1,0,(70.7 x 99cm.),30,POST-WAR AND CONTEMPORARY ART DAY AUCTION,6,16,"58,900"
george grongnet de vassé ,1774,1862,88,0,Trois projets pour le tombeau de Louis-Charles d’Orléans,0,USD,14437.5,5250,7350,1,1,(17 ½ x 12/5 in.),24,DESSINS ANCIENS ET DU XIXE SIÈCLE,3,21,"53,800"
mario schifano ,1934,1998,64,0,Untitled,0,USD,50000,12500,18750,1,1,(50 x 70cm.),11,First Open | Online,4,19,"38,700"
geoffrey dashwood ,1947,0,75,1,Rabbit,0,USD,3437.5,1875,2500,1,1,(32.3 x 19 x 12.7 cm.),9,SPORTING & WILDLIFE ART,7,14,"46,800"
cy twombly ,1928,2011,83,0,"Plate IX, from: Natural History Part I (Bastian 50)",0,USD,11718.75,3750,6250,1,1,0,27,FIRST OPEN | EDITIONS,10,16,"58,900"
yigal ozeri ,1958,0,64,1,Untitled; Priscilla with vines,2007,USD,11812.5,6300,8400,1,1,0,18,PROPERTY OF THE SCHERINGA MUSEUM OF REALIST ART,9,12,"25,700"
ernst ludwig kirchner ,1880,1938,58,0,Nackte Tänzerinnen,0,USD,156250,150000,225000,1,0,0,20,PRINTS AND MULTIPLES,9,18,"138,000"
günther förg ,1952,2013,61,0,Untitled,1999,USD,460937.5,125000,187500,1,1,(180 x 120.5cm.),5,POST WAR AND CONTEMPORARY ART DAY AUCTION,10,18,"99,400"
john marin ,1870,1953,83,0,Paris Scene,8,USD,8125,8000,12000,1,0,(24.1 x 33 cm.),20,American Art Online,11,19,"26,100,000"
john frederick lewis ,1804,1876,72,0,"Sir Edwin Landseerwith a ghillie fishing for salmon, possibly on the river Dart, near Holne, Devon",0,USD,45312.5,37500,62500,1,0,(48.5 x 62.85 cm.),14,"VICTORIAN, PRE-RAPHAELITE AND BRITISH IMPRESSIONIST ART",12,16,"14,700,000"
joan miró ,1893,1983,90,0,"Oiseaux, étoile, constellations",0,USD,121562.5,125000,187500,1,-1,(44.5 x 57 cm.),21,IMPRESSIONIST/MODERN WORKS ON PAPER,6,12,"959,000"
sonia delaunay ,1884,1979,95,0,Patchwork,0,USD,1093.75,750,1000,1,1,0,16,PRINTS AND MULTIPLES,4,14,"36,900"
giorgio morandi ,1890,1964,74,0,Natura morta in un tondo,1942,USD,18750,8000,12000,1,1,(27 x 30.4 cm.),20,Fields of Vision: The Private Collection of Artists Wolf Kahn and Emily Mason Online Sale,5,21,"91,500"
kenneth noland ,1924,2010,86,0,Mysteries: Infanta,2000,USD,411000,250000,350000,1,1,(152.4 x 152.4 cm.),28,POST-WAR TO PRESENT,2,19,"1,190,000"
eugène boudin ,1824,1898,74,0,Scène de plage,1867,USD,36250,7000,10000,1,1,(12.4 x 19.7 cm.),16,IMPRESSIONIST AND MODERN ART WORKS ON PAPER,5,18,"138,000"
george grosz ,1893,1959,66,0,Seid fruchtbar und mehret Euch - Die Religion muss dem Volke erhalten bleiben,1922,USD,26562.5,15000,18750,1,1,(65 x 52.5 cm.),5,IMPRESSIONIST/MODERN WORKS ON PAPER,2,14,"47,000"
josef albers ,1888,1976,88,0,White Line Squares (Series II): one plate,0,USD,4375,2000,3000,1,1,(400 x 400 mm.),27,FIRST OPEN | HOME,9,16,"64,300"
herb ritts ,1952,2002,50,0,"Jack Nicholson II, London, 1988",0,USD,9187.5,5250,7350,1,1,(12 7/8 x 10 ¼ in.),10,PHOTOGRAPHIES,11,17,"145,000"
ernst wilhelm nay ,1902,1968,66,0,Menschen in den Lofoten (Menschen an Felsenbucht),1938,USD,183750,105000,157500,1,1,0,18,Post-War & Contemporary Art: Amsterdam,6,20,"28,200"
bernard buffet ,1928,1999,71,0,"La Tour Eiffel, vue du Trocadéro",1972,USD,331500,200000,300000,1,1,(130 x 81.2 cm.),17,IMPRESSIONIST & MODERN ART DAY SALE,11,16,"131,000"
john roddam spencer stanhope ,1829,1908,79,0,Flora,0,USD,39062.5,31250,43750,1,0,(57 x 24.5 cm.),12,VICTORIAN & BRITISH IMPRESSIONIST ART,12,13,"13,500"
larry rivers ,1923,2002,79,0,Stravinsky II,0,USD,1000,700,1000,1,1,(708 x 1016 mm.),1,CONTEMPORARY EDITION,3,17,"8,840,000"
bernard buffet ,1928,1999,71,0,Nature morte au panier de raisins,1978,USD,40000,30000,40000,1,1,(49.5 x 64.6 cm.),16,IMPRESSIONIST AND MODERN ART WORKS ON PAPER,5,17,"131,000"
keith vaughan ,1912,1977,65,0,Figures in a Landscape,1950,USD,14062.5,6250,10000,1,1,(26 x 20.3 cm.),9,MODERN | BRITISH & IRISH ART,4,19,"2,020,000"
kees van dongen ,1877,1968,91,0,Roses in December for you,0,USD,303125,225000,312500,1,0,(101 x 82 cm.),24,IMPRESSIONIST & MODERN ART DAY SALE,6,15,"97,800"
pablo picasso ,1881,1973,92,0,Visage d'homme (A.R. 570),0,USD,10156.25,4375,6875,1,1,(31.5 x 31.5 cm.),22,Picasso Ceramics - Online,6,18,"470,000"
george shalders ,1826,1873,47,0,A cooling stream in Connemara,0,USD,2812.5,2500,3750,1,0,(60.9 x 106.7 cm.),13,VICTORIAN & BRITISH IMPRESSIONIST ART,3,13,"11,100"
christopher williams ,1943,0,79,1,"Linhof Technika V fabricated in Munich, Germany. Salon Studio Stand fabricated in Florence, Italy. Dual cable release. Prontor shutter. Symar-s lens 150mmm/f 5.6 Schneider kreuznach. Sinar fresnel lens placed with black tape on the ground glass.(Yellow)Dirk Sharper Studio, Berlin, June 19, 2007",2008,USD,20000,15000,25000,1,0,(50.8 x 40.6 cm.),18,First Open | Online,12,19,"35,000,000"
eugène berman ,1899,1972,73,0,Etude pour 'Le Droit de Vareck et le Muet' (recto/verso),0,USD,1968.75,840,1050,1,1,0,1,UN UNIVERS SURRÉALISTE: SUCCESSION MYRTILLE ET GEORGES HUGNET,12,15,"7,520,000"
guo jin ,1964,0,58,1,Children Play No.5,2002,USD,12285,13000,26000,1,-1,(middle right),22,No Regrets: 20/21 Art Online: All Originals,4,22,"1,840,000"
herb ritts ,1952,2002,50,0,"Madonna, True Blue, Hollywood, 1986",0,USD,13125,6300,8400,1,1,(22 ¾ x 18 ½ in.),10,PHOTOGRAPHIES,11,17,"145,000"
keith haring ,1958,1990,32,0,Untitled,1983,USD,2045000,2000000,3000000,1,0,(301 x 307 cm.),13,POST-WAR & CONTEMPORARY ART AFTERNOON SESSION,11,14,"163,000"
kees van dongen ,1877,1968,91,0,Bouquet de fleurs sur fond bleu,0,USD,171750,120000,180000,1,0,(54.9 x 46 cm.),9,IMPRESSIONIST & MODERN DAY SALE,5,13,"98,200"
joan miro ,1893,1983,90,0,"André du Bouchet, La lumière de la lame; Yves Bonnefoy, Anti-platon; and Jacques Dupin, Saccades",0,USD,6875,7000,10000,1,-1,(340 x 270 mm.),15,FIRST IMPRESSION,7,15,"281,000"
alfred sisley ,1839,1899,60,0,"Moret au coucher du soleil, octobre",0,USD,3760937.5,3125000,4375000,1,0,(73.4 x 92.6 cm.),27,IMPRESSIONIST AND MODERN ART EVENING SALE,2,18,"115,000"
keith vaughan ,1912,1977,65,0,Fires of Summer; Two River Studies,0,USD,4062.5,1875,2500,1,1,(10.8 x 15.9 cm.),14,MODERN BRITISH AND IRISH ART,12,12,"2,020,000"
alfred kubin ,1877,1959,82,0,Aufmarschierende Sensenmänner,0,USD,7812.5,6250,10000,1,0,(10 x 9.8 cm.),28,IMPRESSIONIST AND MODERN WORKS ON PAPER,2,18,"107,000"
claude monet ,1840,1926,86,0,Jeune fille dans le jardin de Giverny,1888,USD,16062500,15000000,25000000,1,0,(73.4 x 92.5 cm.),11,IMPRESSIONIST AND MODERN ART EVENING SALE INCLUDING PROPERTY FROM THE COLLECTION OF HERBERT AND ADELE KLAPPER,11,18,"307,000"
ferdinand hodler ,1853,1918,65,0,"Schlacht bei Sempach, 1897",0,USD,25500,20400,25500,1,1,(Lichtmass),17,SWISS ART,10,17,"37,700"
camille claudel ,1864,1943,79,0,"La Valse ou Les valseurs, grand modèle",1895,USD,1085000,1000000,1500000,1,0,0,12,IMPRESSIONIST AND MODERN EVENING SALE,11,15,"87,200"
nicolas party ,1980,0,42,1,Still Life,2010,USD,30000,7000,10000,1,1,(22.8 x 13 cm.),15,First Open Online: Post War & Contemporary Art,12,21,"21,000,000"
henri matisse ,1869,1954,85,0,"Etudes pour la Vierge 'Tête voilée': two plates (D. 642, 643)",1969,USD,5000,3125,4375,1,1,0,17,Modern Edition Online,5,18,"259,000"
