Title,Date,Type,Total Sales,Location,URL
Prints & Multiples,16 March – 1 April,ONLINE AUCTION ,"GBP 3,170,000",LONDON,https://onlineonly.christies.com/sso?SaleID=28536&SaleNumber=18571
De Caillebotte à Calder : Itinéraire d'une passion,30-Mar,LIVE AUCTION ,"EUR 9,323,000",PARIS,https://www.christies.com/en/auction/de-caillebotte-calder-itin-raire-d-une-passion-29291/
First Open: Post-War and Contemporary Art Online,18 – 30 March,ONLINE AUCTION ,"GBP 1,766,875",LONDON,https://onlineonly.christies.com/sso?SaleID=28795&SaleNumber=19113
The Collection of Mrs. Henry Ford II: Palm Beach,30-Mar,LIVE AUCTION ,"USD 4,744,375",NEW YORK,https://www.christies.com/en/auction/the-collection-of-mrs-henry-ford-ii-palm-beach-29140/
Post-War and Contemporary Art Day Sale,25-Mar,LIVE AUCTION ,"GBP 13,468,125",LONDON,https://www.christies.com/en/auction/post-war-and-contemporary-art-day-sale-28893/
Dessins anciens et du XIXe siècle,24-Mar,LIVE AUCTION ,"EUR 962,250",PARIS,https://www.christies.com/en/auction/dessins-anciens-et-du-xixe-si-cle-29031/
Figures d'exception. Dessins anciens provenant d'une collection privée.,24-Mar,LIVE AUCTION ,"EUR 1,617,500",PARIS,https://www.christies.com/en/auction/figures-d-exception-dessins-anciens-provenant-d-une-collection-priv-e-29287/
Impressionist and Modern Art Day and Works on Paper Sale,24-Mar,LIVE AUCTION ,"GBP 10,845,125",LONDON,https://www.christies.com/en/auction/impressionist-and-modern-art-day-and-works-on-paper-sale-28858/
20th Century Evening Sale,23-Mar,LIVE AUCTION ,"GBP 120,025,000",LONDON,https://www.christies.com/en/auction/20th-century-evening-sale-28894/
The Art of the Surreal,23-Mar,LIVE AUCTION ,"GBP 48,426,000",LONDON,https://www.christies.com/en/auction/the-art-of-the-surreal-28856/
ABOUDIA | Noutchy in New York City,25 February – 12 March,ONLINE AUCTION ,"USD 1,056,250",NEW YORK,https://onlineonly.christies.com/sso?SaleID=29329&SaleNumber=20372
Contemporary Art Asia,25 February – 12 March,ONLINE AUCTION ,"USD 1,344,750",NEW YORK,https://onlineonly.christies.com/sso?SaleID=28976&SaleNumber=19733
Beeple | The First 5000 Days,25 February – 11 March,ONLINE AUCTION ,"USD 69,346,250",NEW YORK,https://onlineonly.christies.com/sso?SaleID=29352&SaleNumber=20447
First Open,25 February – 11 March,ONLINE AUCTION ,"USD 1,831,500",NEW YORK,https://onlineonly.christies.com/sso?SaleID=29270&SaleNumber=20138
Contemporary Edition,10-Mar,LIVE AUCTION ,"USD 1,697,875",NEW YORK,https://www.christies.com/en/auction/contemporary-edition-28919/
Post-War to Present,9-Mar,LIVE AUCTION ,"USD 23,087,875",NEW YORK,https://www.christies.com/en/auction/post-war-to-present-29016/
Man Ray et les surréalistes. Collection Lucien et Edmonde Treillard,2-Mar,LIVE AUCTION ,"EUR 5,933,875",PARIS,https://www.christies.com/en/auction/man-ray-et-les-surr-alistes-collection-lucien-et-edmonde-treillard-29034/
Modern British Art Day Sale,2-Mar,LIVE AUCTION ,"GBP 5,427,375",LONDON,https://www.christies.com/en/auction/modern-british-art-day-sale-29006/
"A Family Collection: Works on Paper, Van Gogh to Freud",1-Mar,LIVE AUCTION ,"USD 25,281,000",NEW YORK,https://www.christies.com/en/auction/a-family-collection-works-on-paper-van-gogh-to-freud-29327/
Modern British Art Evening Sale,1-Mar,LIVE AUCTION ,"GBP 25,631,750",LONDON,https://www.christies.com/en/auction/modern-british-art-evening-sale-29005/
Jean Cortot by Pierre-François Garcier,28 January – 11 February,ONLINE AUCTION ,"EUR 103,750",PARIS,https://onlineonly.christies.com/sso?SaleID=29133&SaleNumber=19976
Mapping Modern and Contemporary Art,20 January – 10 February,ONLINE AUCTION ,"EUR 1,322,375",MILAN,https://onlineonly.christies.com/sso?SaleID=29036&SaleNumber=19838
Old Master & British Drawings including property from The Cornelia Bessie Estate,14 – 28 January,ONLINE AUCTION ,"USD 3,878,000",NEW YORK,https://onlineonly.christies.com/sso?SaleID=28828&SaleNumber=19290
Old Master Prints,19 – 28 January,ONLINE AUCTION ,"GBP 888,000",LONDON,https://onlineonly.christies.com/sso?SaleID=29292&SaleNumber=20187
The Art of Entertaining: The Collection of Mr. & Mrs. John H. Gutfreund 834 Fifth Avenue,14 – 28 January,ONLINE AUCTION ,"USD 1,241,375",NEW YORK,https://onlineonly.christies.com/sso?SaleID=28965&SaleNumber=19705
The Collection of Mr. & Mrs. John H. Gutfreund 834 Fifth Avenue,26 – 27 January,LIVE AUCTION ,"USD 6,223,875",NEW YORK,https://www.christies.com/en/auction/the-collection-of-mr-mrs-john-h-gutfreund-834-fifth-avenue-28771/
Apter-Fredericks: 75 Years of Important English Furniture,19-Jan,LIVE AUCTION ,"GBP 3,408,750",LONDON,https://www.christies.com/en/auction/apter-fredericks-75-years-of-important-english-furniture-28609/
American Muse: The Collection of Nina Griscom,2 – 17 December,ONLINE AUCTION ,"USD 180,125",NEW YORK,https://onlineonly.christies.com/sso?SaleID=28904&SaleNumber=19600
Old Master Paintings & Sculpture Online,26 November – 17 December,ONLINE AUCTION ,"GBP 2,566,375",LONDON,https://onlineonly.christies.com/sso?SaleID=28631&SaleNumber=18877
"Bid for the Louvre - Contemporary art, unique luxury pieces and once-in-a-lifetime experiences",1 – 15 December,ONLINE AUCTION ,"EUR 2,354,000",PARIS,https://onlineonly.christies.com/sso?SaleID=29274&SaleNumber=20148
First Open | Online,1 – 15 December,ONLINE AUCTION ,"USD 3,787,500",NEW YORK,https://onlineonly.christies.com/sso?SaleID=28730&SaleNumber=18985
Old Masters Evening Sale,15-Dec,LIVE AUCTION ,"GBP 22,916,750",LONDON,https://www.christies.com/en/auction/old-masters-evening-sale-28630/
Murakami/Nara,24 November – 11 December,ONLINE AUCTION ,"USD 471,875",NEW YORK,https://onlineonly.christies.com/sso?SaleID=29072&SaleNumber=19895
British and European Art,26 November – 10 December,ONLINE AUCTION ,"GBP 1,826,625",LONDON,https://onlineonly.christies.com/sso?SaleID=28632&SaleNumber=18879
The Joe Setton Collection: from Pre-Raphaelites to Last Romantics,10-Dec,LIVE AUCTION ,"GBP 5,635,000",LONDON,https://www.christies.com/en/auction/the-joe-setton-collection-from-pre-raphaelites-to-last-romantics-29089/
300 Years Of British Drawings,24 November – 8 December,ONLINE AUCTION ,"GBP 241,000",LONDON,https://onlineonly.christies.com/sso?SaleID=28562&SaleNumber=18760
Art contemporain et Design - vente en ligne,1 – 8 December,ONLINE AUCTION ,"EUR 739,750",PARIS,https://onlineonly.christies.com/sso?SaleID=28973&SaleNumber=19726
Italian Drawings From The Robert Landolt Collection,8-Dec,LIVE AUCTION ,"GBP 1,597,625",LONDON,https://www.christies.com/en/auction/italian-drawings-from-the-robert-landolt-collection-28700/
Picasso Ceramics,23 November – 7 December,ONLINE AUCTION ,"USD 1,305,000",NEW YORK,https://onlineonly.christies.com/sso?SaleID=28461&SaleNumber=18334
Post War & Contemporary Art,5-Dec,LIVE AUCTION ,"EUR 13,121,500",PARIS,https://www.christies.com/en/auction/post-war-contemporary-art-28674/
Impressionist & Modern Art Day Sale,4-Dec,LIVE AUCTION ,"USD 10,233,500",NEW YORK,https://www.christies.com/en/auction/impressionist-modern-art-day-sale-28678/
"Post-War & Contemporary Art Day Sale, Featuring The Collection of Morton and Barbara Mandel",3-Dec,LIVE AUCTION ,"USD 48,955,125",NEW YORK,https://www.christies.com/en/auction/post-war-contemporary-art-day-sale-featuring-the-collection-of-morton-and-barbara-mandel-28727/
Post-War & Contemporary Art: Amsterdam,10 – 26 November,ONLINE AUCTION ,"EUR 3,282,000",AMSTERDAM,https://onlineonly.christies.com/sso?SaleID=28450&SaleNumber=18281
"The Philosophy of Gordon Watson: Collecting Contemporary Art, Silver and Design",4 – 25 November,ONLINE AUCTION ,"GBP 535,750",LONDON,https://onlineonly.christies.com/sso?SaleID=28608&SaleNumber=18847
Matters of Material,11 – 24 November,ONLINE AUCTION ,"GBP 253,250",LONDON,https://onlineonly.christies.com/sso?SaleID=29083&SaleNumber=19909
We Are All Beirut,11 – 24 November,ONLINE AUCTION ,"GBP 560,750",LONDON,https://onlineonly.christies.com/sso?SaleID=29085&SaleNumber=19915
Modern Edition,5 – 19 November,ONLINE AUCTION ,"USD 598,875",NEW YORK,https://onlineonly.christies.com/sso?SaleID=28617&SaleNumber=18860
Latin American Art Online,6 – 18 November,ONLINE AUCTION ,"USD 473,750",NEW YORK,https://onlineonly.christies.com/sso?SaleID=28418&SaleNumber=18186
Orientalist Art,18-Nov,LIVE AUCTION ,"GBP 3,561,750",LONDON,https://www.christies.com/en/auction/orientalist-art-28579/
Latin American Art,13-Nov,LIVE AUCTION ,"USD 8,988,750",NEW YORK,https://www.christies.com/en/auction/latin-american-art-28417/
The Golden Twenties: Berlin through the Eyes of Modern Artists,22 October – 12 November,ONLINE AUCTION ,"GBP 556,125",LONDON,https://onlineonly.christies.com/sso?SaleID=29025&SaleNumber=19818
Photographies,10-Nov,LIVE AUCTION ,"EUR 2,099,750",PARIS,https://www.christies.com/en/auction/photographies-28667/
Thinking Italian Milan,4 – 5 November,LIVE AUCTION ,"EUR 6,857,875",MILAN,https://www.christies.com/en/auction/thinking-italian-milan-28520/
"Topographical Pictures, including China Trade Paintings. ARCTIC · AMERICAS · AFRICA · ASIA · AUSTRALASIA · ANTARCTICA",15 October – 5 November,ONLINE AUCTION ,"GBP 1,144,125",LONDON,https://onlineonly.christies.com/sso?SaleID=28638&SaleNumber=18885
Finch and Co's Cabinet of Curiosities,14 October – 4 November,ONLINE AUCTION ,"GBP 409,625",LONDON,https://onlineonly.christies.com/sso?SaleID=29070&SaleNumber=19891
A Townhouse in Seville,8 – 29 October,ONLINE AUCTION ,"GBP 302,750",LONDON,https://www.christies.com/en/auction/a-townhouse-in-seville-28606/
American Art,28-Oct,LIVE AUCTION ,"USD 3,701,875",NEW YORK,https://www.christies.com/en/auction/american-art-28503/
Aperture,19 – 28 October,ONLINE AUCTION ,"USD 233,125",NEW YORK,https://onlineonly.christies.com/sso?SaleID=29010&SaleNumber=19792
The Legend of the West: Iconic Works from the T. Boone Pickens Collection,28-Oct,LIVE AUCTION ,"USD 20,423,750",NEW YORK,https://www.christies.com/en/auction/the-legend-of-the-west-iconic-works-from-the-t-boone-pickens-collection-28850/
First Open: Post-War & Contemporary Art Online,14 – 27 October,ONLINE AUCTION ,"GBP 1,388,500",LONDON,https://onlineonly.christies.com/sso?SaleID=28821&SaleNumber=19255
The Fall/Winter Modern Art Week 2020,15 – 27 October,ONLINE AUCTION ,"EUR 370,000",PARIS,https://onlineonly.christies.com/sso?SaleID=29124&SaleNumber=19966
Art moderne,23-Oct,LIVE AUCTION ,"EUR 7,007,500",PARIS,https://www.christies.com/en/auction/art-moderne-28665/
Post-War & Contemporary Art Day Sale,23-Oct,LIVE AUCTION ,"GBP 9,408,312",LONDON,https://www.christies.com/en/auction/post-war-contemporary-art-day-sale-28691/
The Sleep of Reason: Francisco Goya's Los Caprichos,8 – 23 October,ONLINE AUCTION ,"USD 308,000",NEW YORK,https://onlineonly.christies.com/sso?SaleID=29069&SaleNumber=19889
Le jardin secret de Paul Haim,22-Oct,LIVE AUCTION ,"EUR 20,589,375",PARIS,https://www.christies.com/en/auction/le-jardin-secret-de-paul-haim-28511/
Matisse on Paper: Prints & Drawings from the Estate of Jacquelyn Miller Matisse,8 – 22 October,ONLINE AUCTION ,"USD 926,500",NEW YORK,https://onlineonly.christies.com/sso?SaleID=28903&SaleNumber=19599
Paris Avant-garde,22-Oct,LIVE AUCTION ,"EUR 18,937,000",PARIS,https://www.christies.com/en/auction/paris-avant-garde-28663/
Post-War and Contemporary Art Evening Sale,22-Oct,LIVE AUCTION ,"GBP 49,220,500",LONDON,https://www.christies.com/en/auction/post-war-and-contemporary-art-evening-sale-28690/
Thinking Italian Art and Design Evening Sale,22-Oct,LIVE AUCTION ,"GBP 5,321,250",LONDON,https://www.christies.com/en/auction/thinking-italian-art-and-design-evening-sale-28635/
Prints and Multiples,20 – 21 October,LIVE AUCTION ,"USD 6,457,000",NEW YORK,https://www.christies.com/en/auction/prints-and-multiples-28537/
Modern & Contemporary Art Online: A Moveable Feast,6 – 20 October,ONLINE AUCTION ,"HKD 11,266,250",HONG KONG,https://onlineonly.christies.com/sso?SaleID=28174&SaleNumber=17454
Old Master Paintings and Sculpture,1 – 20 October,ONLINE AUCTION ,"USD 2,578,625",NEW YORK,https://onlineonly.christies.com/sso?SaleID=28533&SaleNumber=18553
European Art Part II,1 – 16 October,ONLINE AUCTION ,"USD 820,000",NEW YORK,https://onlineonly.christies.com/sso?SaleID=28772&SaleNumber=19029
European Art Part I,15-Oct,LIVE AUCTION ,"USD 6,639,250",NEW YORK,https://www.christies.com/en/auction/european-art-part-i-28773/
Old Masters,15-Oct,LIVE AUCTION ,"USD 23,602,750",NEW YORK,https://www.christies.com/en/auction/old-masters-28554/
The Martin Feldstein Collection: Dutch Art in the Golden Age,15-Oct,LIVE AUCTION ,"USD 2,695,000",NEW YORK,https://www.christies.com/en/auction/the-martin-feldstein-collection-dutch-art-in-the-golden-age-28865/
The Private Collection of Jayne Wrightsman: Online,1 – 15 October,ONLINE AUCTION ,"USD 1,196,875",NEW YORK,https://onlineonly.christies.com/sso?SaleID=28814&SaleNumber=19200
Works of Art from The Giuseppe Rossi Collection | Sold to Benefit a Charity,24 September – 15 October,ONLINE AUCTION ,"GBP 731,625",LONDON,https://onlineonly.christies.com/sso?SaleID=28485&SaleNumber=18376
The Exceptional Sale,14-Oct,LIVE AUCTION ,"USD 17,689,250",NEW YORK,https://www.christies.com/en/auction/the-exceptional-sale-28775/
The Private Collection of Jayne Wrightsman,14-Oct,LIVE AUCTION ,"USD 8,869,000",NEW YORK,https://www.christies.com/en/auction/the-private-collection-of-jayne-wrightsman-28765/
The Unseen Eye: Photographs from the W.M. Hunt Collection,5 – 14 October,ONLINE AUCTION ,"USD 541,500",NEW YORK,https://onlineonly.christies.com/sso?SaleID=29008&SaleNumber=19790
Impressionist & Modern Art Day Sale,8-Oct,LIVE AUCTION ,"USD 9,694,125",NEW YORK,https://www.christies.com/en/auction/impressionist-modern-art-day-sale-28679/
La Biennale Paris 2020,24 September – 8 October,ONLINE AUCTION ,"EUR 1,466,875",PARIS,https://onlineonly.christies.com/sso?SaleID=28966&SaleNumber=19710
Robert Motherwell Prints from the Dedalus Foundation,22 September – 8 October,ONLINE AUCTION ,"USD 212,625",NEW YORK,https://onlineonly.christies.com/sso?SaleID=28992&SaleNumber=19755
"The Collector | Online: English & European 18th & 19th Century Furniture, Ceramics, Silver & Works of Art",23 September – 8 October,ONLINE AUCTION ,"USD 3,238,250",NEW YORK,https://onlineonly.christies.com/sso?SaleID=28776&SaleNumber=19031
Discovering Old Masters: The Legacy of Piero Corsini,23 September – 7 October,ONLINE AUCTION ,"GBP 643,125",LONDON,https://onlineonly.christies.com/sso?SaleID=28963&SaleNumber=19704
Post-War & Contemporary Art Day Sale,7-Oct,LIVE AUCTION ,"USD 36,484,250",NEW YORK,https://www.christies.com/en/auction/post-war-contemporary-art-day-sale-28725/
20th Century Evening Sale,6-Oct,LIVE AUCTION ,"USD 340,851,500",NEW YORK,https://www.christies.com/en/auction/20th-century-evening-sale-29061/
Couture for Change: Ronald van der Kemp (RVDK) Couture Face masks in Aid of Refugee Company,17 – 30 September,ONLINE AUCTION ,"EUR 14,250",AMSTERDAM,https://onlineonly.christies.com/sso?SaleID=29024&SaleNumber=19816
Photographs,21 – 30 September,ONLINE AUCTION ,"USD 1,298,750",NEW YORK,https://onlineonly.christies.com/sso?SaleID=28723&SaleNumber=18978
Modern British Art,29-Sep,LIVE AUCTION ,"GBP 1,877,875",LONDON,https://www.christies.com/en/auction/modern-british-art-28626/
Swiss Art Online Sale,7 – 29 September,ONLINE AUCTION ,"CHF 1,908,625",ZÜRICH,https://onlineonly.christies.com/sso?SaleID=28585&SaleNumber=18817
Sacred and Imperial: The James and Marilynn Alsdorf Collection Part II,24-Sep,LIVE AUCTION ,"USD 7,374,250",NEW YORK,https://www.christies.com/en/auction/sacred-and-imperial-the-james-and-marilynn-alsdorf-collection-part-ii-28777/
Banksy: I can't believe you morons actually buy this sh*t,10 – 23 September,ONLINE AUCTION ,"GBP 2,121,250",LONDON,https://onlineonly.christies.com/sso?SaleID=28699&SaleNumber=18952
Contemporary Edition,10 – 23 September,ONLINE AUCTION ,"GBP 839,000",LONDON,https://onlineonly.christies.com/sso?SaleID=28439&SaleNumber=18256
"Collections : Provenant de la villa « Les Cèdres » à Saint Jean Cap Ferrat, des collections de SAR la princesse Murat, de la succession de Madame Françoise Heftler et des collections Henri Klinger",22-Sep,LIVE AUCTION ,"EUR 1,855,000",PARIS,https://www.christies.com/en/auction/collections-provenant-de-la-villa-les-c-dres-saint-jean-cap-ferrat-des-collections-de-sar-la-princesse-murat-de-la-succession-de-madame-fran-oise-heftler-et-des-collections-henri-klinger-28681/
Prints & Multiples: Modern to Pop,10 – 22 September,ONLINE AUCTION ,"GBP 1,307,000",LONDON,https://onlineonly.christies.com/sso?SaleID=28492&SaleNumber=18378
Nourishment for the Soul: The Herrmann Collection of Prints by Pablo Picasso,2 – 18 September,ONLINE AUCTION ,"USD 357,875",NEW YORK,https://onlineonly.christies.com/sso?SaleID=28991&SaleNumber=19754
Picasso Ceramics,3 – 17 September,ONLINE AUCTION ,"GBP 1,459,250",LONDON,https://onlineonly.christies.com/sso?SaleID=28470&SaleNumber=18358
"Commandant Paul-Louis Weiller, Capitaine d'industrie, protecteur des arts",15 – 16 September,LIVE AUCTION ,"EUR 6,138,500",PARIS,https://www.christies.com/en/auction/commandant-paul-louis-weiller-capitaine-d-industrie-protecteur-des-arts-28807/
Great Summer Art Auction for Marie Curie,26 August – 16 September,ONLINE AUCTION ,"GBP 42,500",LONDON,https://onlineonly.christies.com/sso?SaleID=29011&SaleNumber=19794
"Maîtres Anciens, Peinture - Sculpture",15-Sep,LIVE AUCTION ,"EUR 5,739,000",PARIS,https://www.christies.com/en/auction/ma-tres-anciens-peinture-sculpture-28531/
Inside Job: New York Edition | Christie's Staff Art Show,21 – 27 August,ONLINE AUCTION ,"USD 15,000",NEW YORK,https://onlineonly.christies.com/sso?SaleID=28835&SaleNumber=19417
Deep Impact: Lunar and Rare Meteorites,12 – 25 August,ONLINE AUCTION ,"USD 415,125",NEW YORK,https://onlineonly.christies.com/sso?SaleID=28525&SaleNumber=18513
Christie's Living: August Collections,7 – 20 August,ONLINE AUCTION ,"USD 1,469,750",NEW YORK,https://onlineonly.christies.com/sso?SaleID=28788&SaleNumber=19085
Trespassing,5 – 19 August,ONLINE AUCTION ,"USD 2,372,000",NEW YORK,https://onlineonly.christies.com/sso?SaleID=28733&SaleNumber=18988
